KGYX	Portland, Maine	43.89282192170783	-70.25450930599268
KCBW	Houlton, Maine	46.03659503138864	-67.79405198853478
KSHV	Shreveport, Louisiana	32.450827249139394	-93.84128131492054
KLIX	New Orleans, Louisiana	30.34052246909024	-89.8242151942478
KLCH	Lake Charles, Louisiana	30.125509987535498	-93.2171212167415
KPOE	Fort Polk, Louisiana	31.15594027105875	-92.97592428730626
KPAH	Paducah, Kentucky	37.06838062271135	-88.77204272219033
KLVX	Louisville, Kentucky	37.97530741921298	-85.94378753298405
KJKL	Jackson, Kentucky	37.59079619219104	-83.31301740515049
KICT	Wichita, Kansas	37.65459720807935	-97.44313732856338
KTWX	Topeka, Kansas	38.99697057975435	-96.23255595057273
KGLD	Goodland, Kansas	39.36684537847493	-101.70038809180966
KDDC	Dodge City, Kansas	37.76086082192918	-99.96882705631661
KDMX	Des Moines, Iowa	41.73120759541713	-93.72291139961288
KDVN	Davenport, Iowa	41.61238341212095	-90.58212122766223
KVWX	Evansville, Indiana	38.27099327806077	-87.70521353601977
KIND	Indianapolis, Indiana	39.70749864281611	-86.28036891065523
KIWX	Fort Wayne, Indiana	41.36540510005559	-85.70040169587679
KILX	Springfield, Illinois	40.15054851534586	-89.33684759179008
KLOT	Chicago, Illinois	41.60444647674505	-88.08449237735209
KSFX	Pocatello, Idaho	43.141600739543165	-112.6846978066438
KCBX	Boise, Idaho	43.51832600317143	-116.23709902961835
PHKM	Waimea, Hawaii	20.09443043043179	-155.77173541442295
PHWA	South Shore, Hawaii	19.09501303922896	-155.56891916414352
PHKI	South Kauai, Hawaii	21.89807236734023	-159.55902780572308
PHMO	Moloka'i, Hawaii	21.13283780362221	-157.18021038147117
PGUA	Andersen AFB, Guam	13.478716834649187	144.79370809683593
KVAX	Valdosta, Georgia	30.89030772698959	-83.00170701243172
KJGX	Macon, Georgia	32.67562625983934	-83.35079822510436
KFFC	Atlanta, Georgia	33.360430661325466	-84.56783855102925
KTBW	Tampa, Florida	27.705454408526723	-82.40174367987267
KTLH	Tallahassee, Florida	30.44599340566911	-84.29935453398203
KEVX	Panama City, Florida	30.565010829238947	-85.9216474898803
KAMX	Miami, Florida	25.75755486784648	-80.49116896547807
KMLB	Melbourne, Florida	28.112087535789897	-80.66846474673669
KBYX	Key West, Florida	24.55325918420588	-81.7886439027859
KJAX	Jacksonville, Florida	30.48332095084398	-81.70111804055877
KDOX	Dover, Delaware	38.825786004347954	-75.44008652246275
KLWX	Washington, DC	38.976264924796965	-77.4875995274488
KPUX	Pueblo, Colorado	38.459556352677076	-104.18136724608257
KGJX	Grand Junction, Colorado	39.11992220209749	-108.52507440494517
KFTG	Denver, Colorado	39.78693493360191	-104.56028632940456
KVBX	Vandenburg AFB, California	34.82740292857182	-120.40385244303624
KMUX	San Francisco, California	37.16045482801583	-121.89756522124513
KNKX	San Diego, California	32.89659235540518	-117.05685088473369
KDAX	Sacramento, California	38.501165860684864	-121.67788223154213
KVTX	Ventura, California	34.411622491182904	-119.17957566962257
KSOX	Los Angeles, California	33.81758653103116	-117.63605680258473
KHNX	Fresno, California	36.314219308793895	-119.63221002963539
KBHX	Eureka, California	40.8099229337531	-124.15978004229667
KBBX	Beale AFB, California	39.49565673428981	-121.63153161475859
KEYX	Barstow, California	35.09783085807335	-117.5609115189547
KSRX	Fort Smith, Arkansas	35.29129595433152	-94.36491589581942
KLZK	Little Rock, Arkansas	34.83517613361847	-92.25950743610655
KYUX	Yuma, Arizona	32.49534397296142	-114.65669860898998
KEMX	Tucson, Arizona	31.893658483407222	-110.63028559657843
KIWA	Phoenix, Arizona	33.29426362081878	-111.6677753212809
KFSX	Flagstaff, Arizona	34.57466688944404	-111.19831583537938
PACG	Sitka, Alaska	56.852588036203755	-135.52919628693326
PAEC	Nome, Alaska	64.48510182703907	-165.25316185099712
PAIH	Middleton Island, Alaska	59.43701706145007	-146.3288155816806
PAKC	King Salmon, Alaska	58.69196426840609	-156.66213956647488
PAPD	Fairbanks, Alaska	64.93933490659512	-147.63462281422315
PABC	Bethel, Alaska	60.78595651928624	-161.84221808921382
PAHG	Anchorage, Alaska	60.72399361822732	-151.3386685958528
KMXX	Montgomery, Alabama	32.53668299548224	-85.78962861538719
KMOB	Mobile, Alabama	30.67950079509822	-88.23975571832261
KHTX	Huntsville, Alabama	34.930514448445244	-86.0834128865074
KEOX	Dothan, Alabama	31.46058819994342	-85.4592180614711
KBMX	Birmingham, Alabama	33.18010418431653	-86.78267296332035
